品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
Bourns,SRP1770C,SRP1770C,17.8 x 16.9 x 6.7 mm,,0.47,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,17.8 x 16.9 x 6.7 mm,17.8 x 16.9 x 6.7 mm,2201906H | 0.47 47 8.7 60 | -40 to +125 | No | N/A,Active,17.8,16.9,6.7,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP2010,SRP2010,2 x 1.6 x 1 mm,,0.24,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2 x 1.6 x 1 mm,2 x 1.6 x 1 mm,0.24 2.2 1.7 4.5 | -40 to +125 | No | N/A,Active,2,1.6,1,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP2010DPA,SRP2010DPA,2 x 1.6 x 1 mm,,0.47,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: No,功率电感,SMT,2 x 1.6 x 1 mm,2 x 1.6 x 1 mm,0.47 4.7 1.1 3.6 | -40 to +125 | Yes | No,Active,2,1.6,1,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP2510A,SRP2510A,2.5 x 2 x 1 mm,,0.22,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,2.5 x 2 x 1 mm,2.5 x 2 x 1 mm,0.22 4.7 1.36 5.9 | -40 to +125 | Yes | Yes,Active,2.5,2,1,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP2512,SRP2512,2.5 x 2 x 1.2 mm,,0.47,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2.5 x 2 x 1.2 mm,2.5 x 2 x 1.2 mm,0.47 2.2 2.1 4.5 | -40 to +125 | No | N/A,Active,2.5,2,1.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP2512A,SRP2512A,2.5 x 2 x 1.2 mm,,0.47,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,2.5 x 2 x 1.2 mm,2.5 x 2 x 1.2 mm,0.47 4.7 1.55 4.6 | -40 to +125 | Yes | Yes,Active,2.5,2,1.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP3012TA,SRP3012TA,3.5 x 2 x 1.2 mm,,0.15,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,3.5 x 2 x 1.2 mm,3.5 x 2 x 1.2 mm,1.0 | 0.15 10 1 10 | -55 to +150 | Yes | Yes,Active,3.5,2,1.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP3020TA,SRP3020TA,3.5 x 3.2 x 1.2 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,3.5 x 3.2 x 1.2 mm,3.5 x 3.2 x 1.2 mm,1.0 | 0.1 10 1.4 10.5 | -55 to +150 | Yes | Yes,Active,3.5,3.2,1.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP4012TA,SRP4012TA,3.5 x 3.2 x 2 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,3.5 x 3.2 x 2 mm,3.5 x 3.2 x 2 mm,4R7 | 0.1 10 1.3 11.5 | -55 to +150 | Yes | Yes,Active,3.5,3.2,2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP4020TA,SRP4020TA,4.45 x 4 x 1 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,4.45 x 4 x 1 mm,4.45 x 4 x 1 mm,2R2 | 0.1 22 1.2 12 | -55 to +150 | Yes | Yes,Active,4.45,4,1,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP5015TA,SRP5015TA,4.45 x 4 x 1.8 mm,,0.15,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,4.45 x 4 x 1.8 mm,4.45 x 4 x 1.8 mm,0.15 22 1.2 16 | -55 to +150 | Yes | Yes,Active,4.45,4,1.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP5020TA,SRP5020TA,5.7 x 5.2 x 1.3 mm,,0.68,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,5.7 x 5.2 x 1.3 mm,5.7 x 5.2 x 1.3 mm,R471712 | 0.68 10 2.3 12 | -55 to +150 | Yes | Yes,Active,5.7,5.2,1.3,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP5030T,SRP5030T,5.7 x 5.2 x 1.8 mm,,0.33,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,5.7 x 5.2 x 1.8 mm,5.7 x 5.2 x 1.8 mm,3R31241 | 0.33 15 2.1 14 | -40 to +125 | No | N/A,Active,5.7,5.2,1.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP5030TA,SRP5030TA,5.7 x 5.2 x 2.8 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,5.7 x 5.2 x 2.8 mm,5.7 x 5.2 x 2.8 mm,1R01310 | 0.1 10 2.75 23 | -55 to +150 | Yes | Yes,Active,5.7,5.2,2.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP6530A,SRP6530A,5.7 x 5.2 x 2.8 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,5.7 x 5.2 x 2.8 mm,5.7 x 5.2 x 2.8 mm,0.1 10 4 34 | -55 to +155 | Yes | N/A,Active,5.7,5.2,2.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP6540,SRP6540,7.1 x 6.6 x 3 mm,,0.56,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,7.1 x 6.6 x 3 mm,7.1 x 6.6 x 3 mm,470 | 0.56 47 1.6 18 | -55 to +125 | No | N/A,Active,7.1,6.6,3,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP7020TA,SRP7020TA,7 x 6.6 x 1.8 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,7 x 6.6 x 1.8 mm,7 x 6.6 x 1.8 mm,470 | 0.1 10 2.8 21 | -55 to +150 | Yes | Yes,Active,7,6.6,1.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP7028A,SRP7028A,7.2 x 6.5 x 4 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,7.2 x 6.5 x 4 mm,7.2 x 6.5 x 4 mm,1R01250 | 0.1 33 2 32.5 | -55 to +150 | Yes | Yes,Active,7.2,6.5,4,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP7050TA,SRP7050TA,7.3 x 6.6 x 2.8 mm,,0.33,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,7.3 x 6.6 x 2.8 mm,7.3 x 6.6 x 2.8 mm,0.33 68 1.2 25 | -55 to +150 | Yes | Yes,Active,7.3,6.6,2.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP8540A,SRP8540A,8.8 x 8.4 x 3.8 mm,,0.22,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,8.8 x 8.4 x 3.8 mm,8.8 x 8.4 x 3.8 mm,0.22 22 3.9 31 | -55 to +150 | Yes | Yes,Active,8.8,8.4,3.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP1038A,SRP1038A,7.3 x 6.6 x 4.8 mm,,0.2,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,7.3 x 6.6 x 4.8 mm,7.3 x 6.6 x 4.8 mm,2201316 | 0.2 47 3 35 | -55 to +150 | Yes | Yes,Active,7.3,6.6,4.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP1238A,SRP1238A,13.5 x 12.5 x 3.3 mm,,0.1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,13.5 x 12.5 x 3.3 mm,13.5 x 12.5 x 3.3 mm,R 6 81 3 4 6 | 0.1 10 7 43 | -55 to +150 | Yes | Yes,Active,13.5,12.5,3.3,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP1245A,SRP1245A,13.5 x 12.5 x 4.8 mm,,0.2,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,13.5 x 12.5 x 4.8 mm,13.5 x 12.5 x 4.8 mm,R 4 71 3 1 8 | 0.2 18 6.5 52 | -55 to +150 | Yes | Yes,Active,13.5,12.5,4.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP1265A,SRP1265A,13.5 x 12.5 x 6.2 mm,,0.15,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,13.5 x 12.5 x 6.2 mm,13.5 x 12.5 x 6.2 mm,3R31334 | 0.15 47 6.5 55 | -55 to +150 | Yes | Yes,Active,13.5,12.5,6.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRP1770TA,SRP1770TA,17.3 x 16.9 x 6.7 mm,,1,UH,,,"Power Inductors - SRP Series, SMD High Current, Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,17.3 x 16.9 x 6.7 mm,17.3 x 16.9 x 6.7 mm,1 100 5.3 52 | -55 to +150 | Yes | Yes,Active,17.3,16.9,6.7,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
