品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Laird(莱尔德),MGV0512R10N-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=0.1uH | I=14A | Isat=14.5A | DCR=0.01Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,14,0.01,,0.1,uH,,14.5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05126R8M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=6.8uH | I=2A | Isat=3A | DCR=0.22Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,2,0.22,,6.8,uH,,3,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05124R7M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=4.7uH | I=2.5A | Isat=3.2A | DCR=0.12Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,2.5,0.12,,4.7,uH,,3.2,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05123R3M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=3.3uH | I=3A | Isat=3.8A | DCR=0.09Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,3,0.09,,3.3,uH,,3.8,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05122R2M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=2.2uH | I=3.5A | Isat=4A | DCR=0.08Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,3.5,0.08,,2.2,uH,,4,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05121R5M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=1.5uH | I=4A | Isat=5A | DCR=0.04Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,4,0.04,,1.5,uH,,5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05121R2M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=1.2uH | I=4.5A | Isat=5.5A | DCR=0.04Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,4.5,0.04,,1.2,uH,,5.5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV05121R0M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=1uH | I=5A | Isat=6A | DCR=0.03Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,5,0.03,,1,uH,,6,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV0512150M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=15uH | I=1.3A | Isat=1.6A | DCR=0.47Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,1.3,0.47,,15,uH,,1.6,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV0512100M-10,MGV0512,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0512,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,功率电感,SMT,0512,5.5 x 5.2 x 1,L=10uH | I=1.5A | Isat=1.8A | DCR=0.39Ω | 5.5 x 5.2 x 1,Production,5.5,5.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0512,,,,,,,,,,,,,,,1.5,0.39,,10,uH,,1.8,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0512,,,,,,,,,,,5.5 x 5.2 x 1
Laird(莱尔德),MGV0625R82M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=0.82uH | I=11A | Isat=17A | DCR=0.01Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,11,0.01,,0.82,uH,,17,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625R68M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=0.68uH | I=13A | Isat=21A | DCR=0.01Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,13,0.01,,0.68,uH,,21,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625R47M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=0.47uH | I=15A | Isat=26A | DCR=0.01Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,15,0.01,,0.47,uH,,26,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625R33M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=0.33uH | I=18A | Isat=30A | DCR=0Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,18,0,,0.33,uH,,30,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625R22M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=0.22uH | I=21A | Isat=34A | DCR=0Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,21,0,,0.22,uH,,34,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625R10N-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=0.1uH | I=30A | Isat=70A | DCR=0Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,30,0,,0.1,uH,,70,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06258R2M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=8.2uH | I=3.6A | Isat=6A | DCR=0.1Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,3.6,0.1,,8.2,uH,,6,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06256R8M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=6.8uH | I=4A | Isat=7A | DCR=0.07Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,4,0.07,,6.8,uH,,7,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06254R7M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=4.7uH | I=5.5A | Isat=9A | DCR=0.05Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,5.5,0.05,,4.7,uH,,9,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06253R3M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=3.3uH | I=6A | Isat=10A | DCR=0.04Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,6,0.04,,3.3,uH,,10,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06252R2M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=2.2uH | I=7A | Isat=14A | DCR=0.03Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,7,0.03,,2.2,uH,,14,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625220M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=22uH | I=1.8A | Isat=3A | DCR=0.22Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,1.8,0.22,,22,uH,,3,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06251R5M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=1.5uH | I=9A | Isat=15A | DCR=0.02Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,9,0.02,,1.5,uH,,15,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV06251R0M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=1uH | I=11A | Isat=16A | DCR=0.01Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,11,0.01,,1,uH,,16,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625150M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=15uH | I=2.5A | Isat=3.5A | DCR=0.18Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,2.5,0.18,,15,uH,,3.5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0625100M-10,MGV0625,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0625,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,功率电感,SMT,0625,7.2 x 6.7 x 2.4,L=10uH | I=3.2A | Isat=5A | DCR=0.1Ω | 7.2 x 6.7 x 2.4,Production,7.2,6.7,2.4,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0625,,,,,,,,,,,,,,,3.2,0.1,,10,uH,,5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0625,,,,,,,,,,,7.2 x 6.7 x 2.4
Laird(莱尔德),MGV0312R82M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=0.82uH | I=3.5A | Isat=5.8A | DCR=0.05Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,3.5,0.05,,0.82,uH,,5.8,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV0312R68M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=0.68uH | I=4A | Isat=6.1A | DCR=0.04Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,4,0.04,,0.68,uH,,6.1,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV0312R47M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=0.47uH | I=5A | Isat=7.2A | DCR=0.03Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,5,0.03,,0.47,uH,,7.2,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV0312R22M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=0.22uH | I=6.5A | Isat=10A | DCR=0.02Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,6.5,0.02,,0.22,uH,,10,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
